Row_ID,Order_ID,Order_Date,Order_Priority,Order_Quantity,Sales,Discount,Ship_Mode,Profit,Unit_Price,Shipping_Cost,Customer_Name,City,Zip_Code,State,Region,Customer_Segment,Product_Category,Product_Sub-Category,Product_Name,Product_Container,Product_Base_Margin,Ship_Date
1198,8801,10/08/2012,Low,25,2529.396,0.06,Express Air,371.21,125.99,3,Thomas Brumley,Trenton,48183,Michigan,Central,Consumer,Technology,Telephones and Communication,270c,Small Box,0.59,12/08/2012
1199,8802,31/01/2011,Medium,15,1866.12,0.07,Regular Air,400.69,123.38,24.49,Suzanne McNair,Shreveport,71109,Louisiana,South,Small Business,Office Supplies,Appliances,Honeywell Enviracaire® Portable HEPA Air Cleaner for up to 10 x 16 Room,Large Box,0.46,02/02/2011
1200,8803,20/12/2012,Not Specified,6,1184.11,0.07,Regular Air,-145.07,193.17,19.99,William Brown,Hinesville,31313,Georgia,South,Corporate,Office Supplies,Storage & Organization,Fellowes Staxonsteel® Drawer Files,Small Box,0.71,21/12/2012
1201,8803,20/12/2012,Not Specified,17,514.22,0.02,Regular Air,187.37,30.56,2.99,William Brown,Kennesaw,30144,Georgia,South,Corporate,Office Supplies,Binders and Binder Accessories,Surelock™ Post Binders,Small Box,0.35,23/12/2012
1202,8807,25/02/2010,Low,19,428.14,0.04,Regular Air,-6.04,22.84,11.54,Natalie Webber,Ipswich,1938,MA,East,Consumer,Office Supplies,Paper,Xerox 1964,Small Box,0.39,27/02/2010
1203,8807,25/02/2010,Low,14,1379.3375,0.08,Regular Air,-78.54,125.99,4.2,Natalie Webber,Norwich,6360,Connecticut,East,Consumer,Technology,Telephones and Communication,i1000plus,Small Box,0.57,04/03/2010
1204,8832,02/02/2012,Low,39,647.81,0.1,Regular Air,8.65,17.67,8.99,Giulietta Dortch,Menlo Park,94025,California,West,Small Business,Furniture,Office Furnishings,"Executive Impressions 12"" Wall Clock",Small Pack,0.47,06/02/2012
1205,8833,04/05/2012,Low,40,3338.98,0,Regular Air,-846.73,80.98,35,Nicole Hansen,Kankakee,60901,Illinois,Central,Small Business,Office Supplies,Storage & Organization,Carina Double Wide Media Storage Towers in Natural & Black,Large Box,0.81,08/05/2012
1206,8834,08/11/2010,High,45,6688.11,0.08,Regular Air,2872.88,150.98,13.99,Ken Lonsdale,Talladega,35160,Alabama,South,Consumer,Technology,Office Machines,Canon MP41DH Printing Calculator,Medium Box,0.38,09/11/2010
1207,8834,08/11/2010,High,1,16.73,0.08,Regular Air,-6.96,12.64,4.98,Ken Lonsdale,University City,63130,MO,Central,Consumer,Furniture,Office Furnishings,Nu-Dell Executive Frame,Small Pack,0.48,09/11/2010
1208,8835,13/10/2009,Critical,12,153.44,0.05,Regular Air,-6.15,12.2,6.02,James Lanier,Mansfield,76063,Texas,Central,Corporate,Furniture,Office Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,Small Pack,0.43,14/10/2009
1209,8868,28/01/2009,Low,3,190.45,0.02,Regular Air,-44.05,59.98,3.99,Cindy Chapman,Oro Valley,85737,Arizona,West,Corporate,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Small Box,0.57,06/02/2009
1210,8868,28/01/2009,Low,34,179.99,0.03,Regular Air,-102.27,5.18,5.74,Cindy Chapman,Oro Valley,85737,Arizona,West,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones Impact Binders,Small Box,0.36,01/02/2009
1211,8870,05/03/2010,Not Specified,15,441.58,0.07,Regular Air,117.39,30.98,5.09,Mathew Reese,Jamestown,14701,New York,East,Small Business,Office Supplies,Paper,Xerox 19,Small Box,0.4,06/03/2010
1212,8901,20/08/2011,Low,15,168.9,0.09,Express Air,-16.19,9.99,6.24,Barry Pond,Lawndale,90260,California,West,Consumer,Technology,Office Machines,Canon F603 Scientific Calculator,Medium Box,0.36,27/08/2011
1213,8902,19/06/2011,High,27,180.46,0.05,Regular Air,-57.62,6.48,5.94,Georgia Rosenberg,West Valley City,84120,Utah,West,Consumer,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Small Box,0.37,21/06/2011
1214,8930,19/05/2009,Medium,14,145.86,0.04,Regular Air,-92.32,9.99,11.59,Tony Molinari,Eureka,95501,California,West,Corporate,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),Small Box,0.4,21/05/2009
1215,8933,07/10/2010,High,37,1520.26,0.04,Regular Air,640.84,42.8,2.99,Lori Olson,Gadsden,35904,Alabama,South,Consumer,Office Supplies,Binders and Binder Accessories,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Small Box,0.36,08/10/2010
1216,8933,07/10/2010,High,30,688.02,0.06,Regular Air,154.99,22.98,7.58,Lori Olson,Gadsden,35904,Alabama,South,Consumer,Furniture,Office Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",Small Box,0.51,09/10/2010
1217,8960,05/06/2010,Medium,46,4335.34,0.07,Express Air,524.09,99.99,19.99,Christine Phan,Spring,77373,Texas,Central,Small Business,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Small Box,0.52,07/06/2010
1218,8960,05/06/2010,Medium,15,1150.5345,0.01,Regular Air,361.65,85.99,1.25,Christine Phan,Spring,77373,Texas,Central,Small Business,Technology,Telephones and Communication,Accessory8,Small Pack,0.39,07/06/2010
1219,8961,28/06/2011,Low,48,4644.87,0.08,Delivery Truck,-1291.39,100.8,60,Jessica Myrick,Laramie,82070,Wyoming,West,Small Business,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Jumbo Drum,0.59,03/07/2011
1220,8961,28/06/2011,Low,15,627.69,0,Regular Air,-12.02,39.98,4,Jessica Myrick,McKeesport,15131,Pennsylvania,East,Small Business,Technology,Computer Peripherals,Microsoft Natural Keyboard Elite,Small Box,0.7,03/07/2011
1221,8992,12/11/2010,High,3,441.43,0.06,Regular Air,-154.45,140.81,24.49,Shahid Shariari,Oak Park,48237,Michigan,Central,Corporate,Furniture,Chairs & Chairmats,Hon Olson Stacker Stools,Large Box,0.57,13/11/2010
1222,8992,12/11/2010,High,14,2145.6975,0.08,Regular Air,-176.79,195.99,4.2,Shahid Shariari,Oak Park,48237,Michigan,Central,Corporate,Technology,Telephones and Communication,688,Small Box,0.6,14/11/2010
1223,8992,12/11/2010,High,18,1341.963,0,Regular Air,180.78,85.99,2.79,Shahid Shariari,Oak Park,48237,Michigan,Central,Corporate,Technology,Telephones and Communication,6340,Small Box,0.58,13/11/2010
1224,8993,28/05/2011,Medium,41,172.15,0.02,Express Air,86.78,3.69,0.5,Stewart Visinsky,Sarasota,34239,Florida,South,Corporate,Office Supplies,Labels,Avery 52,Small Box,0.38,30/05/2011
1225,8994,07/04/2009,Low,36,1423.35,0.1,Regular Air,-580.32,40.48,19.99,Christopher Schild,Crown Point,46307,Indiana,Central,Corporate,Technology,Computer Peripherals,Keytronic Designer 104- Key Black Keyboard,Small Box,0.77,09/04/2009
1226,8995,17/05/2011,High,5,24.16,0.08,Express Air,8.05,1.88,1.49,Beth Paige,Batavia,60510,Illinois,Central,Consumer,Office Supplies,Binders and Binder Accessories,Staples® General Use 3-Ring Binders,Small Box,0.37,18/05/2011
1227,8995,17/05/2011,High,41,270.84,0.1,Express Air,-78.02,6.48,5.86,Beth Paige,Batavia,60510,Illinois,Central,Consumer,Office Supplies,Paper,Xerox 1904,Small Box,0.36,18/05/2011
1228,8995,17/05/2011,High,35,3389.93,0.08,Express Air,737.94,102.3,21.26,Beth Paige,Belleville,62223,Illinois,Central,Consumer,Furniture,Office Furnishings,Luxo Professional Combination Clamp-On Lamps,Large Box,0.59,18/05/2011
1229,8995,17/05/2011,High,42,266.36,0.07,Regular Air,-191.28,6.48,8.19,Beth Paige,Belleville,62223,Illinois,Central,Consumer,Office Supplies,Paper,Xerox 217,Small Box,0.37,18/05/2011
1230,8995,17/05/2011,High,46,89.41,0.01,Regular Air,-21.49,1.89,0.76,Beth Paige,Belleville,62223,Illinois,Central,Consumer,Office Supplies,Rubber Bands,Revere Boxed Rubber Bands by Revere,Wrap Bag,0.83,19/05/2011
1231,8996,02/06/2011,Low,13,772.2675,0.02,Regular Air,-48.85,65.99,8.99,Tanja Norvell,Saint Petersburg,33710,Florida,South,Corporate,Technology,Telephones and Communication,SC-3160,Small Box,0.59,06/06/2011
1232,8997,01/07/2009,Low,40,17279.62,0.04,Regular Air,4176.25,449.99,24.49,Tony Sayre,Mount Vernon,98273,Washington,West,Small Business,Technology,Copiers and Fax,Canon PC940 Copier,Large Box,0.52,05/07/2009
1233,8997,01/07/2009,Low,20,120.3,0.01,Regular Air,20.38,5.84,1.2,Tony Sayre,Mount Vernon,98273,Washington,West,Small Business,Office Supplies,Pens & Art Supplies,Newell 312,Wrap Bag,0.55,10/07/2009
1234,8998,03/01/2010,Low,37,1767.88,0.07,Regular Air,66.47,50.98,13.66,Linda Southworth,Oviedo,32765,Florida,South,Consumer,Office Supplies,Appliances,Eureka The Boss® Cordless Rechargeable Stick Vac,Small Box,0.58,07/01/2010
1235,8998,03/01/2010,Low,12,277.42,0.01,Regular Air,49.82,22.24,1.99,Linda Southworth,Oviedo,32765,Florida,South,Consumer,Technology,Computer Peripherals,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",Small Pack,0.43,05/01/2010
1236,8998,03/01/2010,Low,13,178.13,0.04,Regular Air,-19.75,13.43,5.5,Linda Southworth,Oviedo,32765,Florida,South,Consumer,Office Supplies,Storage & Organization,"Fellowes Personal Hanging Folder Files, Navy",Small Box,0.57,08/01/2010
1237,8999,12/06/2009,High,28,1676.48,0,Regular Air,590.35,55.48,14.3,Julia Barnett,San Carlos,94070,California,West,Corporate,Office Supplies,Paper,Xerox 194,Small Box,0.37,14/06/2009
1238,9024,02/06/2012,Medium,2,12.12,0.03,Regular Air,-4.55,5.43,0.95,Katherine Murray,Bedford,3110,New Hampshire,East,Home Office,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",Wrap Bag,0.36,03/06/2012
1239,9024,02/06/2012,Medium,44,2318.2135,0.07,Regular Air,583.75,65.99,2.79,Katherine Murray,Grafton,1519,MA,East,Home Office,Technology,Telephones and Communication,V8162,Small Box,0.56,02/06/2012
1240,9024,02/06/2012,Medium,30,1136.44,0.09,Regular Air,-9.3,40.98,6.5,Katherine Murray,Roselle,7203,New Jersey,East,Home Office,Technology,Computer Peripherals,Microsoft Office Keyboard,Small Box,0.64,04/06/2012
1241,9027,02/09/2011,Low,30,932.892,0.05,Regular Air,458.98,35.99,0.99,Roy French,Munster,46321,Indiana,Central,Consumer,Technology,Telephones and Communication,Accessory31,Small Pack,0.35,11/09/2011
1242,9028,21/12/2010,Low,48,14556.67,0.04,Delivery Truck,3829.63,306.14,26.53,Michael Nguyen,Watertown,57201,South Dakota,Central,Small Business,Technology,Office Machines,Okidata ML184 Turbo Dot Matrix Printers,Jumbo Drum,0.56,25/12/2010
1243,9057,04/11/2009,Critical,20,160.29,0.01,Regular Air,1.35,7.59,4,Michael Granlund,Burnsville,55337,Minnesota,Central,Home Office,Furniture,Office Furnishings,"Master Giant Foot® Doorstop, Safety Yellow",Wrap Bag,0.42,04/11/2009
1244,9062,20/03/2011,High,32,119.2,0.06,Regular Air,30.61,3.93,0.99,Eric Barreto,Biddeford,4005,Maine,East,Consumer,Office Supplies,Rubber Bands,Staples Vinyl Coated Paper Clips,Wrap Bag,0.39,21/03/2011
1245,9062,20/03/2011,High,19,1825.42,0.06,Regular Air,1193.19,99.23,8.99,Eric Barreto,Torrington,6790,Connecticut,East,Consumer,Furniture,Office Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Small Pack,0.35,23/03/2011
1246,9088,22/06/2009,Critical,50,15383.7,0.03,Regular Air,6523.26,304.99,19.99,Russell Applegate,La Vista,68128,Nebraska,Central,Home Office,Office Supplies,Binders and Binder Accessories,Ibico Hi-Tech Manual Binding System,Small Box,0.4,24/06/2009
1247,9088,22/06/2009,Critical,31,1637.457,0.09,Regular Air,118.15,65.99,8.99,Russell Applegate,La Vista,68128,Nebraska,Central,Home Office,Technology,Telephones and Communication,V 3600 Series,Small Box,0.58,24/06/2009
1248,9089,23/05/2010,Critical,8,822.3495,0.1,Express Air,-360.31,125.99,8.8,Steven Roelle,Lacey,98503,Washington,West,Small Business,Technology,Telephones and Communication,StarTAC 6500,Small Box,0.59,24/05/2010
1249,9091,11/11/2010,High,42,605.77,0.05,Regular Air,129.33,14.34,5,Adam Hart,Laguna Hills,92653,California,West,Corporate,Furniture,Office Furnishings,Nu-Dell Leatherette Frames,Small Pack,0.49,12/11/2010
1250,9091,11/11/2010,High,44,1480.91,0,Regular Air,489.14,30.98,8.74,Adam Hart,Laguna Hills,92653,California,West,Corporate,Office Supplies,Paper,Xerox 1979,Small Box,0.4,12/11/2010
1251,9092,24/07/2009,Not Specified,33,3644.24,0,Express Air,-457.73,101.41,35,Jeremy Pistek,Thousand Oaks,91360,California,West,Corporate,Office Supplies,Storage & Organization,Tennsco Regal Shelving Units,Large Box,0.82,25/07/2009
1252,9092,24/07/2009,Not Specified,8,599.2075,0.1,Regular Air,-268.66,95.99,4.9,Jeremy Pistek,Thousand Oaks,91360,California,West,Corporate,Technology,Telephones and Communication,T60,Small Box,0.56,25/07/2009
1253,9093,09/12/2011,Medium,36,268.55,0.1,Regular Air,-99.02,8.12,2.83,Cyra Reiten,Hacienda Heights,91745,California,West,Consumer,Technology,Computer Peripherals,"Imation Neon Mac Format Diskettes, 10/Pack",Small Pack,0.77,09/12/2011
1254,9095,10/06/2011,High,23,294.91,0.03,Regular Air,-37.27,12.44,6.27,Tracy Hopkins,Florence,29501,South Carolina,South,Small Business,Office Supplies,Storage & Organization,Eldon Simplefile® Box Office®,Medium Box,0.57,12/06/2011
1255,9123,26/06/2010,Critical,27,384.9,0.07,Express Air,-108.28,14.03,9.37,Matt Collins,Iowa City,52240,Iowa,Central,Consumer,Office Supplies,Storage & Organization,Project Tote Personal File,Small Box,0.56,27/06/2010
1256,9124,16/10/2011,Low,17,2637.78,0.04,Regular Air,-0.84,152.48,6.5,Henry Goldwyn,Coral Springs,33065,Florida,South,Small Business,Technology,Computer Peripherals,Adesso Programmable 142-Key Keyboard,Small Box,0.74,16/10/2011
1257,9124,16/10/2011,Low,29,157.4,0.01,Regular Air,-118.56,4.98,7.28,Henry Goldwyn,Coral Springs,33065,Florida,South,Small Business,Office Supplies,Paper,Xerox 1926,Small Box,0.38,21/10/2011
1258,9126,17/11/2009,Medium,47,2799.7,0.04,Regular Air,884.08,62.05,3.99,Sylvia Foulston,Mundelein,60060,Illinois,Central,Corporate,Office Supplies,Appliances,"Acco Smartsocket™ Table Surge Protector, 6 Color-Coded Adapter Outlets",Small Box,0.55,18/11/2009
1259,9127,10/10/2011,Not Specified,7,2039.56,0.04,Express Air,-329.49,279.48,35,Bryan Davis,Urbana,61801,Illinois,Central,Corporate,Office Supplies,Storage & Organization,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Large Box,0.8,12/10/2011
1260,9152,20/08/2010,Not Specified,43,292.808,0.05,Regular Air,-129.69,7.99,5.03,Steven Cartwright,Sarasota,34239,Florida,South,Home Office,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Medium Box,0.6,20/08/2010
1261,9155,30/08/2012,Critical,17,518.8,0.1,Regular Air,54.63,30.98,11.63,Ken Lonsdale,University City,63130,MO,Central,Consumer,Office Supplies,Binders and Binder Accessories,GBC Linen Binding Covers,Small Box,0.37,31/08/2012
1262,9187,21/08/2009,High,40,174.64,0.04,Regular Air,-143.23,4.37,5.15,Daniel Lacy,Salt Lake City,84106,Utah,West,Small Business,Office Supplies,Appliances,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",Small Box,0.59,22/08/2009
1263,9187,21/08/2009,High,8,994.228,0.09,Regular Air,-446.58,155.99,8.99,Daniel Lacy,Salt Lake City,84106,Utah,West,Small Business,Technology,Telephones and Communication,CF 688,Small Box,0.58,23/08/2009
1264,9216,14/04/2011,Medium,36,5977.63,0.1,Delivery Truck,-86.68,180.98,55.24,Roy French,Munster,46321,Indiana,Central,Consumer,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,Jumbo Drum,0.57,16/04/2011
1265,9219,28/09/2009,Low,24,1239.81,0.04,Regular Air,-13.28,50.98,6.5,Craig Leslie,Roy,84067,Utah,West,Consumer,Technology,Computer Peripherals,Microsoft Natural Multimedia Keyboard,Small Box,0.73,03/10/2009
1266,9219,28/09/2009,Low,41,273.32,0.02,Regular Air,-48.68,6.48,5.14,Craig Leslie,Roy,84067,Utah,West,Consumer,Office Supplies,Paper,Xerox 23,Small Box,0.37,30/09/2009
1267,9221,03/01/2011,Low,9,79.64,0.03,Regular Air,-377.74,3.25,49,Christopher Conant,Tacoma,98408,Washington,West,Consumer,Office Supplies,Appliances,"Bravo II™ Megaboss® 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Large Box,0.56,07/01/2011
1268,9221,03/01/2011,Low,25,1527.42,0.04,Regular Air,326.4,60.98,19.99,Christopher Conant,Tacoma,98408,Washington,West,Consumer,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Small Box,0.38,07/01/2011
1269,9222,10/02/2009,High,41,473.67,0.04,Regular Air,78.2,11.34,5.01,Ionia McGrath,Birmingham,35211,Alabama,South,Home Office,Office Supplies,Paper,Xerox 188,Small Box,0.36,11/02/2009
1270,9248,23/12/2009,Not Specified,41,2811.7,0.09,Regular Air,-3074.27,71.37,69,Michelle Tran,Cumberland,21501,Maryland,East,Home Office,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Large Box,0.68,24/12/2009
1271,9249,19/05/2010,High,46,176.5,0.01,Regular Air,-119.35,3.57,4.17,Alejandro Ballentine,Keizer,97303,Oregon,West,Small Business,Office Supplies,Pens & Art Supplies,Barrel Sharpener,Small Pack,0.59,20/05/2010
1272,9249,19/05/2010,High,42,1546.8,0.07,Regular Air,25.51,37.76,12.9,Alejandro Ballentine,Keizer,97303,Oregon,West,Small Business,Office Supplies,Storage & Organization,"Companion Letter/Legal File, Black",Small Box,0.57,20/05/2010
1273,9249,19/05/2010,High,35,3457.56,0.02,Delivery Truck,-365.44,124.49,51.94,Alejandro Ballentine,Keizer,97303,Oregon,West,Small Business,Furniture,Tables,Bevis 36 x 72 Conference Tables,Jumbo Box,0.63,21/05/2010
1274,9251,29/08/2010,Medium,38,3632.6,0,Delivery Truck,-400.33,89.99,42,Giulietta Dortch,Menlo Park,94025,California,West,Corporate,Furniture,Chairs & Chairmats,"Global Leather Task Chair, Black",Jumbo Drum,0.66,31/08/2010
1275,9253,30/01/2012,Critical,36,1644.22,0.05,Regular Air,563.09,46.94,6.77,Daniel Lacy,Roosevelt,11575,New York,East,Small Business,Furniture,Office Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Small Box,0.44,01/02/2012
1276,9254,14/05/2010,Medium,24,131.65,0.01,Express Air,67.41,4.91,0.5,Craig Leslie,Hilton Head Island,29915,South Carolina,South,Consumer,Office Supplies,Labels,Avery 478,Small Box,0.36,16/05/2010
1277,9281,23/02/2012,Critical,31,199.8,0.08,Express Air,-96.59,6.48,6.81,Alan Hwang,Port Arthur,77642,Texas,Central,Small Business,Office Supplies,Paper,Xerox 1930,Small Box,0.36,25/02/2012
1278,9281,23/02/2012,Critical,24,68.97,0.02,Regular Air,0.77,2.78,0.97,Alan Hwang,Port Arthur,77642,Texas,Central,Small Business,Office Supplies,Pens & Art Supplies,Newell 339,Wrap Bag,0.59,25/02/2012
1279,9285,02/01/2009,Critical,3,124.81,0.06,Regular Air,-11.94,40.98,2.99,David Philippe,Prior Lake,55372,Minnesota,Central,Consumer,Office Supplies,Binders and Binder Accessories,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Small Box,0.36,04/01/2009
1280,9286,03/04/2011,Critical,26,123.16,0.1,Regular Air,45.79,4.98,0.8,Tonja Turnell,Longview,98632,Washington,West,Consumer,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,Wrap Bag,0.36,05/04/2011
1281,9312,18/05/2012,Not Specified,43,1160.55,0.05,Delivery Truck,-179.17,25.98,14.36,Steven Cartwright,Sarasota,34239,Florida,South,Home Office,Furniture,Chairs & Chairmats,"Global Stack Chair without Arms, Black",Jumbo Drum,0.6,19/05/2012
1282,9344,06/12/2011,Low,18,1733.1,0.09,Regular Air,-505.69,95.99,35,Christy Brittain,Santa Monica,90405,California,West,Consumer,Office Supplies,Storage & Organization,Safco Industrial Wire Shelving,Large Box,,08/12/2011
1283,9344,06/12/2011,Low,31,3448.6455,0.02,Regular Air,900.41,125.99,8.99,Christy Brittain,Santa Monica,90405,California,West,Consumer,Technology,Telephones and Communication,SC7868i,Small Box,0.55,06/12/2011
1284,9347,09/08/2012,Low,31,131.2,0.01,Regular Air,-107.98,3.95,5.13,Michelle Tran,Cumberland,21501,Maryland,East,Corporate,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard™ & Commercial Ltweight Upright Vacs, 2/Pk",Small Box,0.59,18/08/2012
1285,9350,31/10/2012,Critical,13,1735.94,0.1,Delivery Truck,-432.54,140.98,53.48,Darren Budd,Amarillo,79109,Texas,Central,Corporate,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Jumbo Box,0.65,01/11/2012
1286,9350,31/10/2012,Critical,2,337.6,0.1,Regular Air,-210.78,172.99,19.99,Darren Budd,Amarillo,79109,Texas,Central,Corporate,Furniture,Office Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Medium Box,0.64,02/11/2012
1287,9383,16/03/2009,Not Specified,11,82.42,0.07,Regular Air,18.53,7.59,4,John Dryer,Marietta,30062,Georgia,South,Corporate,Furniture,Office Furnishings,"Master Giant Foot® Doorstop, Safety Yellow",Wrap Bag,0.42,18/03/2009
1288,9409,05/05/2012,Critical,12,1712.66,0.1,Regular Air,-390.77,152.48,4,Vicky Freymann,Redford,48239,Michigan,Central,Home Office,Technology,Computer Peripherals,Adesso Programmable 142-Key Keyboard,Small Box,0.79,07/05/2012
1289,9472,16/06/2011,Critical,17,53.91,0.05,Regular Air,19.47,3.15,0.49,Greg Tran,Severna Park,21146,Maryland,East,Home Office,Office Supplies,Labels,Self-Adhesive Removable Labels,Small Box,0.37,19/06/2011
1290,9473,11/10/2012,Not Specified,3,31.95,0.1,Regular Air,-23.69,8.04,8.94,Jonathan Doherty,Goldsboro,27534,North Carolina,South,Corporate,Office Supplies,Binders and Binder Accessories,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Small Box,0.4,13/10/2012
1291,9473,11/10/2012,Not Specified,34,563.82,0.03,Regular Air,188.22,16.51,2.99,Jonathan Doherty,Goldsboro,27534,North Carolina,South,Corporate,Office Supplies,Binders and Binder Accessories,JM Magazine Binder,Small Box,0.37,12/10/2012
1292,9473,11/10/2012,Not Specified,31,502.44,0.04,Regular Air,-363.44,15.51,17.78,Jonathan Doherty,Goldsboro,27534,North Carolina,South,Corporate,Office Supplies,Storage & Organization,"Tenex File Box, Personal Filing Tote with Lid, Black",Small Box,0.59,13/10/2012
1293,9476,25/05/2009,Not Specified,10,165.04,0.08,Express Air,-66.59,15.99,13.18,Ruben Dartt,Edmonds,98026,Washington,West,Corporate,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Small Box,0.37,27/05/2009
1294,9478,28/03/2009,High,48,522.97,0.04,Regular Air,29.98,10.4,5.4,Philip Brown,Rapid City,57701,South Dakota,Central,Corporate,Furniture,Office Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Small Pack,0.51,29/03/2009
1295,9478,28/03/2009,High,48,199.46,0.08,Regular Air,-121.2,4.28,4.79,Philip Brown,Rapid City,57701,South Dakota,Central,Corporate,Office Supplies,Paper,Xerox 1962,Small Box,0.4,30/03/2009
1296,9504,25/11/2012,Medium,17,1954.796,0.05,Regular Air,98.35,140.99,4.2,Sung Pak,Nampa,83686,Idaho,West,Small Business,Technology,Telephones and Communication,7160,Small Box,0.59,27/11/2012
1297,9505,07/06/2012,High,2,316.52,0.03,Regular Air,-542.32,152.48,4,Maribeth Dona,Durango,81301,Colorado,West,Home Office,Technology,Computer Peripherals,Adesso Programmable 142-Key Keyboard,Small Box,0.79,09/06/2012
1298,9505,07/06/2012,High,5,155.39,0.1,Regular Air,-127.7,32.98,5.5,Maribeth Dona,Durango,81301,Colorado,West,Home Office,Technology,Computer Peripherals,PC Concepts 116 Key Quantum 3000 Keyboard,Small Box,0.75,10/06/2012
1299,9509,07/10/2012,Not Specified,36,12175.82,0.02,Delivery Truck,2825.15,320.98,58.95,Joy Bell,Elmhurst,60126,Illinois,Central,Home Office,Furniture,Chairs & Chairmats,Hon 4070 Series Pagoda™ Round Back Stacking Chairs,Jumbo Drum,0.57,08/10/2012
1300,9509,07/10/2012,Not Specified,5,101.21,0.1,Express Air,2.13,18.97,5.21,Joy Bell,Elmhurst,60126,Illinois,Central,Home Office,Office Supplies,Paper,Xerox 1887,Small Box,0.37,08/10/2012
1301,9509,07/10/2012,Not Specified,32,1585.64,0.02,Regular Air,707.15,48.91,5.81,Joy Bell,Elmhurst,60126,Illinois,Central,Home Office,Office Supplies,Paper,Xerox 1891,Small Box,0.38,07/10/2012
1302,9537,13/02/2011,Not Specified,6,906.02,0.1,Delivery Truck,-382.38,150.98,66.27,Jennifer Braxton,Richmond,47374,Indiana,Central,Small Business,Furniture,Bookcases,Bush Mission Pointe Library,Jumbo Box,0.65,15/02/2011
1303,9537,13/02/2011,Not Specified,43,170.88,0.01,Regular Air,-149.09,3.81,5.44,Jennifer Braxton,Schererville,46375,Indiana,Central,Small Business,Office Supplies,Binders and Binder Accessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Small Box,0.36,15/02/2011
1304,9568,07/03/2010,Not Specified,46,3725.53,0,Regular Air,748.67,76.72,19.95,John Lucas,Huber Heights,45424,Ohio,East,Corporate,Office Supplies,Appliances,Honeywell Enviracaire® Portable Air Cleaner for up to 8 x 10 Room,Large Box,0.54,09/03/2010
1305,9573,13/06/2012,Medium,41,133.23,0,Regular Air,-59.91,3.14,1.92,Emily Grady,Prairie Village,66202,Kansas,Central,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Serrated Blade or Curved Handle Hand Letter Openers,Wrap Bag,0.84,14/06/2012
1306,9573,13/06/2012,Medium,21,146.25,0.01,Express Air,60.12,6.35,1.02,Emily Grady,Spanish Fork,84660,Utah,West,Home Office,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Wrap Bag,0.39,14/06/2012
1307,9574,30/07/2011,Medium,40,434.62,0.08,Regular Air,-68.98,11.5,7.19,Joy Smith,South Bend,46614,Indiana,Central,Corporate,Office Supplies,Binders and Binder Accessories,Ibico Covers for Plastic or Wire Binding Elements,Small Box,0.4,31/07/2011
1308,9602,10/11/2012,Critical,27,2654.16,0.01,Delivery Truck,600.93,90.97,28,Hunter Lopez,Southbury,6488,Connecticut,East,Consumer,Technology,Office Machines,Lexmark Z55se Color Inkjet Printer,Jumbo Drum,0.38,12/11/2012
